workload,post_processing,epsilon,hint_k,actual_partitions,is_empirical_k,partition_real_counts,partition_dummy_counts,partition_balance_cv,partition_max_min,committed_ops,committed_read_ops,committed_write_ops,total_txns,committed_txns,aborted_txns,txn_NewOrder,txn_Payment,txn_OrderStatus,txn_Delivery,txn_StockLevel,phases_sum_ms,batch_exec_ms,throughput_ops_sec,read_phase_wall_ms,update_phase_wall_ms,read_straggler_ratio,update_straggler_ratio,per_server_tree_sizes,per_server_read_ms_per_op,per_server_update_ms_per_op
TPCC,FixedPartCount,10000.0000,2,2,no,"1;5;5;15017;14983;50000;50000;50733;49267;4500;4500;15000;15000;150038;149884","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0",1.261,150038.00,1115,951,164,500,35,465,17,12,2,1,3,616.53,616.53,1808.5,478.23,138.30,80.58,8.87,"1;5;5;15017;14983;50000;50000;50733;49267;4500;4500;15000;15000;150038;149884","0.321;1.058;0.237;6.464;1.590;1.325;0.528;0.861;0.846;0.000;0.000;0.000;0.000;1.046;0.911","0.000;1.567;3.055;0.000;0.000;0.000;0.000;1.463;1.327;0.000;1.476;0.000;1.206;1.326;1.131"
